type,link_web,modelo,anio,precio,version,color,combustible,puertas,transmision,motor,tipo de carroceria
0km,https://auto.mercadolibre.com.ar/MLA-1376558035-fiat-cronos-drive-okmep-_JM#position=5&search_layout=grid&type=item&tracking_id=69977c07-cb4c-462d-8dfb-bc5f3b671fba,Fiat Cronos 1.3 Gse Drive Pack Conectividad,2023,6.700.000,1.3 Gse Drive Pack Conectividad,Plateado,Nafta,4,Manual,1.3,Sedán
0km,https://auto.mercadolibre.com.ar/MLA-1372521657-sandero-stepway-instens-2023-okm-_JM#position=6&search_layout=grid&type=item&tracking_id=69977c07-cb4c-462d-8dfb-bc5f3b671fba,Renault Sandero Stepway 1.6 16v Intense,2023,9.990.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1393816368-dfsk-c32-2023-15-cab-doble-okm-entrega-inmediata-_JM#position=7&search_layout=grid&type=item&tracking_id=69977c07-cb4c-462d-8dfb-bc5f3b671fba,Dfsk C32 1.5 Cab Doble,2023,13.500,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1381771086-fiat-cronos-drive-pack-s-design-2023-okm-_JM#position=8&search_layout=grid&type=item&tracking_id=69977c07-cb4c-462d-8dfb-bc5f3b671fba,Fiat Cronos 1.3 Drive S-design Mt,2023,8.290.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1450548462-chevrolet-montana-premier-12-turbo-at-okmmm7-_JM#position=9&search_layout=grid&type=item&tracking_id=69977c07-cb4c-462d-8dfb-bc5f3b671fba,Chevrolet Montana Premier,2023,12.898.752,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1441098484-nuevo-bmw-220i-sport-coupe-g42-okm-2023-bmw-autopremier-_JM#position=10&search_layout=grid&type=item&tracking_id=69977c07-cb4c-462d-8dfb-bc5f3b671fba,Bmw Serie 2 2.0 220i Sport Line Coupé G42,2023,74.900,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1441071986-bmw-serie-1-m135i-xdrive-m-performance-okm-ano-2023-bmw-au-_JM#position=11&search_layout=grid&type=item&tracking_id=69977c07-cb4c-462d-8dfb-bc5f3b671fba,Bmw Serie 1 Serie 1 M135i Xdrive Mpackage 2.0 306cv,2023,87.900,Serie 1 M135i Xdrive Mpackage 2.0 306cv,Negro,Nafta,5,Automática,2.0 306 hp,Hatchback
0km,https://auto.mercadolibre.com.ar/MLA-1375148119-bmw-serie-4-430i-gran-coupe-okm-linea-2023-bmw-autopremier-_JM#position=12&search_layout=grid&type=item&tracking_id=69977c07-cb4c-462d-8dfb-bc5f3b671fba,Bmw Serie 4 2.0 430i Gran Coupé 258 Cv Linea 2023,2023,92.900,2.0 430i Gran coupé 258 cv Linea 2023,Verde,Nafta,5,Automática,2.0 turbo 258 cv,Coupé
0km,https://auto.mercadolibre.com.ar/MLA-1438376848-fiat-pulse-13-nafta-drive-at-okm-patentada-_JM#position=13&search_layout=grid&type=item&tracking_id=69977c07-cb4c-462d-8dfb-bc5f3b671fba,Fiat Pulse 1.3 Naf Drive Drive At,2022,14.850.000,Drive at,Nafta,5,Automática,SUV,0 km,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1442962190-citroen-berlingo-furgon-16-vti-okm-patentada-sin-rodar-_JM#position=14&search_layout=grid&type=item&tracking_id=69977c07-cb4c-462d-8dfb-bc5f3b671fba,Citroën Berlingo Furgon Furgon 1.6 Vti,2023,6.550.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1127829375-jetour-x70-caja-automatica-8-premium-7pasajeros-okm2023-_JM#position=15&search_layout=grid&type=item&tracking_id=69977c07-cb4c-462d-8dfb-bc5f3b671fba,Jetour X70 8at Premium 7pas Premium At,2023,20.361.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1450872204-audi-a1-35-tfsi-okm-_JM#position=16&search_layout=grid&type=item&tracking_id=69977c07-cb4c-462d-8dfb-bc5f3b671fba,Audi A1 35 Tfsi,2023,46.600,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1377475941-audi-q2-35-tfsi-advanced-okm-_JM#position=17&search_layout=grid&type=item&tracking_id=69977c07-cb4c-462d-8dfb-bc5f3b671fba,Audi Q2 35 Tfsi Advanced,2023,54.200,35 tfsi advanced,Gris,Nafta,5,Automática,35 tfsi,SUV
0km,https://auto.mercadolibre.com.ar/MLA-1375009091-nuevo-bmw-m240i-xdrive-m-performance-coupe-g42-okm-2023-_JM#position=18&search_layout=grid&type=item&tracking_id=69977c07-cb4c-462d-8dfb-bc5f3b671fba,Bmw Serie 2 Bmw M240i Xdrive M Performance Coupé 3.0 G42,2023,120.900,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1372588689-citron-berlingo-furgon-business-hdi-16-okm-_JM#position=19&search_layout=grid&type=item&tracking_id=69977c07-cb4c-462d-8dfb-bc5f3b671fba,Citroën Berlingo Furgon Usiness,2023,11.000.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1400273446-toyota-etios-xls-5-ptas-okm-_JM#position=20&search_layout=grid&type=item&tracking_id=69977c07-cb4c-462d-8dfb-bc5f3b671fba,Toyota Etios 1.5 Sedan Xls My19,2023,14.500,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1310541552-oroch-outsider-13-tce-163-4x2-cvt-o-km-entrega-inmediata-_JM#position=21&search_layout=grid&type=item&tracking_id=69977c07-cb4c-462d-8dfb-bc5f3b671fba,Renault Oroch Outsider 1.3tce 163 4wd,2023,13.500.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1132584348-foton-tm1-nacional-cabina-doble-okm-2023-_JM#position=22&search_layout=grid&type=item&tracking_id=69977c07-cb4c-462d-8dfb-bc5f3b671fba,Foton Tm1 Doble Cabina,2023,11.500.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1129970075-kia-seltos-ex-16-at-2023-okm-entraga-inmediata-_JM#position=23&search_layout=grid&type=item&tracking_id=69977c07-cb4c-462d-8dfb-bc5f3b671fba,Kia Seltos Ex 1.6 At Seltos Ex 1.6 At,2022,28.990,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1403350286-toyota-corolla-cross-20xei-cvt-l22-okm-financiada-_JM#position=24&search_layout=grid&type=item&tracking_id=69977c07-cb4c-462d-8dfb-bc5f3b671fba,Toyota Corolla Cross 2.0 Xei Cvt,2023,25.143.000,2.0 Xei Cvt,Gris,Nafta,5,Automática,2.0,SUV
0km,https://auto.mercadolibre.com.ar/MLA-1419597062-mercedes-benz-glc-300-off-road-linea-nueva-2023-okm--_JM#position=25&search_layout=grid&type=item&tracking_id=69977c07-cb4c-462d-8dfb-bc5f3b671fba,Mercedes-benz Clase Glc 2.0 Glc300 4matic Offroad At,2023,142.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1370690690-audi-q3-sportback-35-tfsi-okm-_JM#position=26&search_layout=grid&type=item&tracking_id=69977c07-cb4c-462d-8dfb-bc5f3b671fba,Audi Q3 Sportback 1.4 35tfsi Sportback 150 Cv,2021,59.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1147583507-foton-aumark-tm1-hd-cs-okm-2023-_JM#position=27&search_layout=grid&type=item&tracking_id=69977c07-cb4c-462d-8dfb-bc5f3b671fba,Foton Tm1 Hd Cabina Simple,2022,13.500.000,Cabina Simple,Blanco,Nafta,2,Manual,1.5,Light Truck
0km,https://auto.mercadolibre.com.ar/MLA-1409525938-vw-tiguan-life-2023-okm-entrega-inmediata-sg-_JM#position=28&search_layout=grid&type=item&tracking_id=69977c07-cb4c-462d-8dfb-bc5f3b671fba,Volkswagen Tiguan Allspace Life Linea Nueva,2023,60.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1377328659-suzuki-yimny-15-glx-at-2022-okm-_JM#position=29&search_layout=grid&type=item&tracking_id=69977c07-cb4c-462d-8dfb-bc5f3b671fba,Suzuki Jimny Glx,2022,40.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1463206310-toyota-sw4-28-srx-204-hp-7-pas-tdi-6ta-at-4x4-okm-2023-fb1-_JM#position=30&search_layout=grid&type=item&tracking_id=69977c07-cb4c-462d-8dfb-bc5f3b671fba,Toyota Sw4 2.8 Srx 204 Hp 7 Pas,2023,52.500,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1374721417-cronos-style-13-okm-ep-_JM#position=31&search_layout=grid&type=item&tracking_id=69977c07-cb4c-462d-8dfb-bc5f3b671fba,Fiat Cronos Stile,2023,6.400.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1371983825-zanella-z-truck-cabina-simple-okm-_JM#position=32&search_layout=grid&type=item&tracking_id=69977c07-cb4c-462d-8dfb-bc5f3b671fba,Zanella Ztruck Cabina Simple,2023,10.200.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1353856679-chery-tiggo-4-pro-15-mt-okm-2023-_JM#position=33&search_layout=grid&type=item&tracking_id=69977c07-cb4c-462d-8dfb-bc5f3b671fba,Chery Tiggo 4 Tiggo 4 Pro 1.5 Mt,2023,18.900,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1124494959-toyota-etios-okm-2023-xls-pack-at-5-ptas-entrega-inmediata-_JM#position=34&search_layout=grid&type=item&tracking_id=69977c07-cb4c-462d-8dfb-bc5f3b671fba,Toyota Etios Pack,2023,16.500,PACK,Plateado,Nafta,5,Automática,1.5,0 km
0km,https://auto.mercadolibre.com.ar/MLA-1102733200-new-renault-alaskan-intens-4-x-2-okm-entrega-inmediata-_JM#position=35&search_layout=grid&type=item&tracking_id=69977c07-cb4c-462d-8dfb-bc5f3b671fba,Renault Alaskan 2.3 Bit 16v Intens Mt 4x2,2021,15.758.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1432795220-zanella-z-truck-okm-2023-_JM#position=36&search_layout=grid&type=item&tracking_id=69977c07-cb4c-462d-8dfb-bc5f3b671fba,Zanella Z-truck Cabina Simple,2021,10.200.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1450890448-toyota-corolla-cross-seg-okm-2024-patenta-y-retira-autom-_JM#position=37&search_layout=grid&type=item&tracking_id=69977c07-cb4c-462d-8dfb-bc5f3b671fba,Toyota Corolla Cross Seg Fafta Automitica,2024,32.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1384915969-ford-ranger-20l-bitd-ltd-4x4-at-okm-_JM#position=38&search_layout=grid&type=item&tracking_id=69977c07-cb4c-462d-8dfb-bc5f3b671fba,Ford Ranger 2.0l Bitd Ltd 4x4 At,2023,24.740.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1479604040-ford-maverick-25l-h-ecvt-2wd-lariat-okm-_JM#position=39&search_layout=grid&type=item&tracking_id=69977c07-cb4c-462d-8dfb-bc5f3b671fba,Ford Maverick 2.5l H. Ecvt 2wd Lariat,2023,22.900.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1479365620-chevrolet-cruze-ii-5p-14t-premier-okm-_JM#position=40&search_layout=grid&type=item&tracking_id=69977c07-cb4c-462d-8dfb-bc5f3b671fba,Chevrolet Cruze Ii 5p 1.4t Premier,2023,17.260.000,5P 1.4T PREMIER,"Darkmoon Blue, Black Meet, Summit",Nafta,5,0 km,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1384246711-volkswagen-amarok-dc-30-tdi-v6-258cv-4x4-at-okm-_JM#position=41&search_layout=grid&type=item&tracking_id=69977c07-cb4c-462d-8dfb-bc5f3b671fba,Volkswagen Amarok Dc 3.0 Tdi V6 258cv 4x4 At,2023,24.620.000,DC 3.0 TDI V6 258CV 4X4 AT,Consultar,Diésel,4,0 km,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1384258531-volkswagen-amarok-dc-20-tdi-180cv-highline-4x4-at-okm-_JM#position=42&search_layout=grid&type=item&tracking_id=69977c07-cb4c-462d-8dfb-bc5f3b671fba,Volkswagen Amarok Dc 2.0 Tdi 180cv Highline 4x4 At,2023,21.410.000,DC 2.0 TDI 180CV HIGHLINE 4X4 AT,"Pirit Silver, Beige, Azul, Indium Grey",Diésel,4,0 km,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1479365622-volkswagen-taos-14-250-tsi-highline-at-okm-_JM#position=43&search_layout=grid&type=item&tracking_id=69977c07-cb4c-462d-8dfb-bc5f3b671fba,Volkswagen Taos 1.4 250 Tsi Highline At,2023,22.670.000,1.4 250 TSI HIGHLINE AT,Consultar,Nafta,5,0 km,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1384246709-ford-ranger-30l-v6-td-xls-4wd-okm-_JM#position=44&search_layout=grid&type=item&tracking_id=69977c07-cb4c-462d-8dfb-bc5f3b671fba,Ford Ranger 3.0l V6 Td Xls 4wd,2023,22.810.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1472595600-renault-kangoo-furgon-16-sce-emotion-okm-_JM#position=45&search_layout=grid&type=item&tracking_id=69977c07-cb4c-462d-8dfb-bc5f3b671fba,Renault Kangoo Furgon 1.6 Sce Emotion,2023,10.290.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1472197188-renault-kangoo-16-sce-stepway-okm-_JM#position=46&search_layout=grid&type=item&tracking_id=69977c07-cb4c-462d-8dfb-bc5f3b671fba,Renault Kangoo 1.6 Sce Stepway,2023,11.310.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1471945244-renault-oroch-13-tce-4wd-outsider-okm-_JM#position=47&search_layout=grid&type=item&tracking_id=69977c07-cb4c-462d-8dfb-bc5f3b671fba,Renault Oroch 1.3 Tce 4wd Outsider,2023,15.390.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1471983688-renault-kangoo-furgon-15-dci-confort-okm-_JM#position=48&search_layout=grid&type=item&tracking_id=69977c07-cb4c-462d-8dfb-bc5f3b671fba,Renault Kangoo Furgon 1.5 Dci Confort,2023,9.780.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1471892928-renault-oroch-13-tce-2wd-iconic-cvt-okm-_JM#position=1&search_layout=grid&type=item&tracking_id=583c81b5-fdfd-4f80-babd-f4c983f2a3e6,Renault Oroch 1.3 Tce 2wd Iconic Cvt,2023,14.380.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1470380524-ford-ranger-xls-v6-2023-peunord-ford-ano-2023-o-km-_JM#position=2&search_layout=grid&type=item&tracking_id=583c81b5-fdfd-4f80-babd-f4c983f2a3e6,Ford Ranger 3.2 Cd Xls Tdci 200cv Manual 4x4,2023,21.157.500,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1467026702-volkswagen-amarok-trendline-140cv-4x4-manual-okm-a1-rt-_JM#position=3&search_layout=grid&type=item&tracking_id=583c81b5-fdfd-4f80-babd-f4c983f2a3e6,Volkswagen Amarok 2.0 Cd Tdi 180cv 4x4 Trendline,2023,14.200.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1381832133-volkswagen-amarok-comfortline-180cv-4x2-autom-okm-a1-rt-_JM#position=4&search_layout=grid&type=item&tracking_id=583c81b5-fdfd-4f80-babd-f4c983f2a3e6,Volkswagen Amarok 2.0 Cd Tdi 180cv Comfortline At,2023,14.700.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1467024694-volkswageb-amarok-comfortline-180cv-4x2-manual-okm-a1-rt-_JM#position=5&search_layout=grid&type=item&tracking_id=583c81b5-fdfd-4f80-babd-f4c983f2a3e6,Volkswagen Amarok 2.0 Cd Tdi 180cv Comfortline,2023,13.490.000,2.0 Cd Tdi 180cv Comfortline,Blanco,Eléctrico,4,Manual,2.0,Pick-Up
0km,https://auto.mercadolibre.com.ar/MLA-1467024008-amarok-trendline-140-cv-4x2-manual-okm-oferta-a1-rt-_JM#position=6&search_layout=grid&type=item&tracking_id=583c81b5-fdfd-4f80-babd-f4c983f2a3e6,Volkswagen Amarok 2.0 Cd Tdi 140cv Trendline,2023,11.590.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1378511743-chevrolet-tracker-okmmm7-_JM#position=7&search_layout=grid&type=item&tracking_id=583c81b5-fdfd-4f80-babd-f4c983f2a3e6,Chevrolet Tracker 1.2 Premier Turbo At,2023,11.087.850,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1378554733-chevrolet-cruze-ltz-at-okmmm7-_JM#position=8&search_layout=grid&type=item&tracking_id=583c81b5-fdfd-4f80-babd-f4c983f2a3e6,Chevrolet Cruze 1.4 Ltz At Sedan,2023,9.989.900,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1454088168-chevrolet-tracker-premier-okmmm7-_JM#position=9&search_layout=grid&type=item&tracking_id=583c81b5-fdfd-4f80-babd-f4c983f2a3e6,Chevrolet Tracker 1.2 Premier Turbo At,2023,11.089.850,1.2 Premier Turbo At,Negro,Nafta,5,Automática,1.2,SUV
0km,https://auto.mercadolibre.com.ar/MLA-1453388502-chevrolet-tracker-at-okmmm7-_JM#position=10&search_layout=grid&type=item&tracking_id=583c81b5-fdfd-4f80-babd-f4c983f2a3e6,Chevrolet Tracker 1.2 Turbo At,2023,8.099.896,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1453352194-chevrolet-tracker-12-at-okmmm7-_JM#position=11&search_layout=grid&type=item&tracking_id=583c81b5-fdfd-4f80-babd-f4c983f2a3e6,Chevrolet Tracker 1.2 Turbo At,2023,8.229.900,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1378215351-chevrolet-s10-ltz-4x4-at-okmmm7-_JM#position=12&search_layout=grid&type=item&tracking_id=583c81b5-fdfd-4f80-babd-f4c983f2a3e6,Chevrolet S10 2.8 Cd 4x4 Ltz Tdci 200cv At,2023,15.208.987,2.8 Cd 4x4 Ltz Tdci 200cv At,Gris,Eléctrico,4,Automática,2.8,Pick-Up
0km,https://auto.mercadolibre.com.ar/MLA-1378214859-chevrolet-tracker-12-turbo-at-okmmm7-_JM#position=13&search_layout=grid&type=item&tracking_id=583c81b5-fdfd-4f80-babd-f4c983f2a3e6,Chevrolet Tracker 1.2 Premier Turbo At,2023,8.299.850,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1377631417-chevrolet-tracker-premier-okmmm7-_JM#position=14&search_layout=grid&type=item&tracking_id=583c81b5-fdfd-4f80-babd-f4c983f2a3e6,Chevrolet Tracker 1.2 Premier Turbo At,2023,11.698.752,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1451301472-chevrolet-s10-z71-4x4-at-okmmm7-_JM#position=15&search_layout=grid&type=item&tracking_id=583c81b5-fdfd-4f80-babd-f4c983f2a3e6,Chevrolet S10 2.8 Cd 4x4 Z71 Tdci 200cv At,2023,14.074.714,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1425633630-fia-cron-2023-okm-prec-100financ-tasa0-y-contad-tom-usa-y--_JM#position=16&search_layout=grid&type=item&tracking_id=583c81b5-fdfd-4f80-babd-f4c983f2a3e6,Fiat Cronos 1.8 16v Precision At6 Pack Premium,2023,2.999.900,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1457201684-volkswagen-vento-2023-gli-350tsi-dsg-okm-entrega-ya-_JM#position=17&search_layout=grid&type=item&tracking_id=583c81b5-fdfd-4f80-babd-f4c983f2a3e6,Volkswagen Vento 2.0 Tsi Gli 211cv App Connect + Nav,2023,27.900.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1370026963-toro-volcano-20-dolar-euro-tomo-usados-okm-permutas-sz-_JM#position=18&search_layout=grid&type=item&tracking_id=583c81b5-fdfd-4f80-babd-f4c983f2a3e6,Fiat Toro 2.0 Volcano 4x4 At Pack Premium,2023,13.100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1418892554-toro-full-20-dolar-euro-usados-okm-autos-usados-sz-_JM#position=19&search_layout=grid&type=item&tracking_id=583c81b5-fdfd-4f80-babd-f4c983f2a3e6,Fiat Toro 2.0 Volcano 4x4 At Pack Premium,2023,13.000.000,2.0 Volcano 4x4 At Pack Premium,Blanco,Diésel,4,Automática,2.0,Pick-Up
0km,https://auto.mercadolibre.com.ar/MLA-1418135076-strada-ranch-tomo-toro-ultra-volcano-freedom-usados-okm-sz-_JM#position=20&search_layout=grid&type=item&tracking_id=583c81b5-fdfd-4f80-babd-f4c983f2a3e6,Fiat Strada 1.3 Volcano,2023,6.910.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1410439350-volkswagen-amarok-v6-comfortline-258cv-4x4-aut-okm-rt-a1-_JM#position=21&search_layout=grid&type=item&tracking_id=583c81b5-fdfd-4f80-babd-f4c983f2a3e6,Volkswagen Amarok 3.0 V6 Cd Comfortline,2023,18.590.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1380366212-fiat-strada-ranch-13-8v-cd-2023-okm-v-_JM#position=22&search_layout=grid&type=item&tracking_id=583c81b5-fdfd-4f80-babd-f4c983f2a3e6,Fiat Strada 1.3 Volcano,2023,6.747.900,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1295981787-volkswagen-polo-track-5ptas-okm-rt-a1-_JM#position=23&search_layout=grid&type=item&tracking_id=583c81b5-fdfd-4f80-babd-f4c983f2a3e6,Volkswagen Polo Trend 1.6,2023,8.500.000,Trend 1.6,Gris,Nafta,5,Manual,1.6,Hatchback
0km,https://auto.mercadolibre.com.ar/MLA-1457273150-volkswagen-t-cross-2023-16-trendlinde-manual-okm-_JM#position=24&search_layout=grid&type=item&tracking_id=583c81b5-fdfd-4f80-babd-f4c983f2a3e6,Volkswagen T-cross 1.6 Trendlinde Mt,2023,15.000.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-838039240-volkswagen-amarok-20-cd-tdi-180c-comfortline-4x2-okm-rt-a1-_JM#position=25&search_layout=grid&type=item&tracking_id=583c81b5-fdfd-4f80-babd-f4c983f2a3e6,Volkswagen Amarok 2.0 Cd Tdi 180cv Comfortline,2021,13.450.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1378541527-chevrolet-s10-ltz-4x4-at-okmmm7-_JM#position=26&search_layout=grid&type=item&tracking_id=583c81b5-fdfd-4f80-babd-f4c983f2a3e6,Chevrolet S10 2.8 Cd 4x4 Ltz Tdci 200cv At,2023,15.038.960,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1454087102-chevrolet-tracker-premier-okmmm7-_JM#position=27&search_layout=grid&type=item&tracking_id=583c81b5-fdfd-4f80-babd-f4c983f2a3e6,Chevrolet Tracker 1.2 Premier Turbo At,2023,11.099.890,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1378229473-chevrolet-tracker-premier-okmmm7-_JM#position=28&search_layout=grid&type=item&tracking_id=583c81b5-fdfd-4f80-babd-f4c983f2a3e6,Chevrolet Tracker 1.2 Premier Turbo At,2023,11.609.900,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1384892064-fiat-strada-volcano-13-8v-cd-okm-c-_JM#position=29&search_layout=grid&type=item&tracking_id=583c81b5-fdfd-4f80-babd-f4c983f2a3e6,Fiat Strada 1.3 Volcano,2023,8.538.300,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1364531333-nueva-fiat-strada-freedom-14-8v-cd-okm-c-_JM#position=30&search_layout=grid&type=item&tracking_id=583c81b5-fdfd-4f80-babd-f4c983f2a3e6,Fiat Strada 1.4 8v Freedom Cd,2023,7.600.800,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1364506153-fiat-strada-freedom-14-8v-cd-okm-c-_JM#position=31&search_layout=grid&type=item&tracking_id=583c81b5-fdfd-4f80-babd-f4c983f2a3e6,Fiat Strada 1.4 8v Freedom Cd,2023,7.600.800,1.4 8v Freedom Cd,Negro,Nafta,3,Manual,1.4,Pick-Up
0km,https://auto.mercadolibre.com.ar/MLA-1383529110-fiat-strada-freedom-14-8v-cd-okm-c-_JM#position=32&search_layout=grid&type=item&tracking_id=583c81b5-fdfd-4f80-babd-f4c983f2a3e6,Fiat Strada 1.4 8v Freedom Cd,2023,7.600.800,1.4 8v Freedom Cd,Plateado,Nafta,3,Manual,1.4,Pick-Up
0km,https://auto.mercadolibre.com.ar/MLA-1383654560-fiat-toro-volcano-20-multijet-4x4-at9-okm-c-_JM#position=33&search_layout=grid&type=item&tracking_id=583c81b5-fdfd-4f80-babd-f4c983f2a3e6,Fiat Toro 2.0 Volcano 4x4 At,2023,14.576.400,2.0 Volcano 4x4 At,Rojo,Diésel,4,Automática,2.0,Pick-Up
0km,https://auto.mercadolibre.com.ar/MLA-1364307469-fiat-toro-freedom-20-multijet-4x4-at9-okm-c-_JM#position=34&search_layout=grid&type=item&tracking_id=583c81b5-fdfd-4f80-babd-f4c983f2a3e6,Fiat Toro 2.0 Freedom 4x4 At,2023,13.183.400,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1157636356-vw-vento-20-turbo-gli-okm-certificado-2023-en-stock-sg-_JM#position=35&search_layout=grid&type=item&tracking_id=583c81b5-fdfd-4f80-babd-f4c983f2a3e6,Volkswagen Vento 1.4 Highline 150cv At,2021,28.000.000,1.4 Highline 150cv At,Gris,Nafta,4,Automática,1.4,Sedán
