type,link_web,modelo,precio
usado,https://auto.mercadolibre.com.ar/MLA-1480929600-jeep-commander-13t-entrega-inmediata-tusados-gs-_JM#position=45&search_layout=grid&type=item&tracking_id=7ba7eda7-3982-42fe-a6f6-a3e30eb75ed9,Jeep Commander 1.3t  T270,35.490.000
usado,https://auto.mercadolibre.com.ar/MLA-1383837633-a-45-a-coupe-20-amg-4matic-gr-_JM#position=46&search_layout=grid&type=item&tracking_id=7ba7eda7-3982-42fe-a6f6-a3e30eb75ed9,"Mercedes-benz 2.0 A 45 A-coupe 2,0 Amg 4matic",32.500.000
usado,https://auto.mercadolibre.com.ar/MLA-1495221376-chevrolet-montana-nueva-12-at-2023-ltzpremier-entrego-ya-_JM#position=47&search_layout=grid&type=item&tracking_id=7ba7eda7-3982-42fe-a6f6-a3e30eb75ed9,Chevrolet Montana Ltz/premier,17.340.000
usado,https://auto.mercadolibre.com.ar/MLA-1383943565-land-rover-evoque-usada-prestige-coupe-s-14-2013-_JM#position=48&search_layout=grid&type=item&tracking_id=7ba7eda7-3982-42fe-a6f6-a3e30eb75ed9,Land Rover Evoque S14,41.800
usado,https://auto.mercadolibre.com.ar/MLA-1384994461-citroen-c3-origine-15-nafta-5-puertas-2013-usado-blanco-ff-_JM#position=1&search_layout=grid&type=item&tracking_id=7fe881df-1b3a-4ff6-993c-1100cdeb85ae,Citroën C3 Origine,5.210.000
usado,https://auto.mercadolibre.com.ar/MLA-1382316971-jeep-commander-13t-limited-colores-disponibles-t-usado-gs-_JM#position=2&search_layout=grid&type=item&tracking_id=7fe881df-1b3a-4ff6-993c-1100cdeb85ae,Jeep Commander 1.3t Limited,35.490.000
usado,https://auto.mercadolibre.com.ar/MLA-1494392240-audi-a1-35-tfsi-usado-stronic-sportback-2020-2021-_JM#position=3&search_layout=grid&type=item&tracking_id=7fe881df-1b3a-4ff6-993c-1100cdeb85ae,Audi A1 35 Tfsi Sportback,37.500
usado,https://auto.mercadolibre.com.ar/MLA-1461970188-chevrolet-captiva-5-puertas-22-dsl-ltz-awd-a-2014-_JM#position=4&search_layout=grid&type=item&tracking_id=7fe881df-1b3a-4ff6-993c-1100cdeb85ae,"Chevrolet Captiva 2,2 Dsl Ltz Awd A",7.850.000
usado,https://auto.mercadolibre.com.ar/MLA-1383309033-ford-ranger-raptor-20l-bit-4x4-taraborelli-usados-brc--_JM#position=5&search_layout=grid&type=item&tracking_id=7fe881df-1b3a-4ff6-993c-1100cdeb85ae,Ford Ranger Raptor Raptor,55.000
usado,https://auto.mercadolibre.com.ar/MLA-1446917178-nissan-sentra-4-puertas-18-advance-2018-_JM#position=6&search_layout=grid&type=item&tracking_id=7fe881df-1b3a-4ff6-993c-1100cdeb85ae,Nissan Sentra 1.8 Advance,7.750.000
usado,https://auto.mercadolibre.com.ar/MLA-1477081758-santa-fe-27-v6-7-aspre-at-cc-_JM#position=7&search_layout=grid&type=item&tracking_id=7fe881df-1b3a-4ff6-993c-1100cdeb85ae,Hyundai I10 Santa Fe 2.7 V6 7 As.pre At,4.850.000
usado,https://auto.mercadolibre.com.ar/MLA-1480328680-citroen-c4-lounge-thp-mt6-feel-usados-certificados-_JM#position=8&search_layout=grid&type=item&tracking_id=7fe881df-1b3a-4ff6-993c-1100cdeb85ae,Citroën C4 Lounge Thp Mt6 Feel,6.914.380
usado,https://auto.mercadolibre.com.ar/MLA-1316311535-chevrolet-tracker-fwd-premier-c-gnc-usados-certificados-_JM#position=9&search_layout=grid&type=item&tracking_id=7fe881df-1b3a-4ff6-993c-1100cdeb85ae,Chevrolet Tracker Fwd Premier,9.795.566
usado,https://auto.mercadolibre.com.ar/MLA-1483090716-fiat-siena-fa-el-14-8v-sedan-4ptas-2013-gris-usado-_JM#position=10&search_layout=grid&type=item&tracking_id=7fe881df-1b3a-4ff6-993c-1100cdeb85ae,Fiat Siena Fa El 1.4,3.850.000
usado,https://auto.mercadolibre.com.ar/MLA-1377801815-chevrolet-classic-3ptas-lt-14n-2011-usado-_JM#position=11&search_layout=grid&type=item&tracking_id=7fe881df-1b3a-4ff6-993c-1100cdeb85ae,Chevrolet Classic Lt 1.4 N,2.890.000
usado,https://auto.mercadolibre.com.ar/MLA-1381203963-peugeot-coupe-rcz-tiptronic-usado-permuta-vende-financia-_JM#position=12&search_layout=grid&type=item&tracking_id=7fe881df-1b3a-4ff6-993c-1100cdeb85ae,Peugeot Rcz Tiptronic,20.000
usado,https://auto.mercadolibre.com.ar/MLA-1385133451-volkswagen-vento-20-tdi-tomo-usado-_JM#position=13&search_layout=grid&type=item&tracking_id=7fe881df-1b3a-4ff6-993c-1100cdeb85ae,Volkswagen Vento 2.0 Tdi,6.600.000
usado,https://auto.mercadolibre.com.ar/MLA-1385653857-jeep-renegade-4x4-at6-ano-2023-usado-_JM#position=14&search_layout=grid&type=item&tracking_id=7fe881df-1b3a-4ff6-993c-1100cdeb85ae,Jeep Renegade Trailhawk,35.000
usado,https://auto.mercadolibre.com.ar/MLA-1464638766-volkswagen-voyage-confortline-2016-usado-vende-_JM#position=15&search_layout=grid&type=item&tracking_id=7fe881df-1b3a-4ff6-993c-1100cdeb85ae,Volkswagen Voyage Confort Line,4.500.000
usado,https://auto.mercadolibre.com.ar/MLA-1385133423-geely-cross-lc-13-2017-59000-km-exelente-tomo-usado-_JM#position=16&search_layout=grid&type=item&tracking_id=7fe881df-1b3a-4ff6-993c-1100cdeb85ae,Geely Geely Cross Lc 1.3 Cross,3.780.000
usado,https://auto.mercadolibre.com.ar/MLA-1451240176-audi-a3-14t-fsi-3p-romera-hnos-usados-_JM#position=17&search_layout=grid&type=item&tracking_id=7fe881df-1b3a-4ff6-993c-1100cdeb85ae,Audi A3 3p 1.4t Fsi L10,6.300.000
usado,https://auto.mercadolibre.com.ar/MLA-1377556071-amarok-4x4-highline-at-20-romera-hnos-usados-_JM#position=18&search_layout=grid&type=item&tracking_id=7fe881df-1b3a-4ff6-993c-1100cdeb85ae,Volkswagen Amarok Highline 2.0 4x4 Pk At,11.500.000
usado,https://auto.mercadolibre.com.ar/MLA-1489683884-peugeot-308-allure-16n-nav-darc-usados-_JM#position=19&search_layout=grid&type=item&tracking_id=7fe881df-1b3a-4ff6-993c-1100cdeb85ae,Peugeot 308 1.6 Allure Nav 115cv,4.800.000
usado,https://auto.mercadolibre.com.ar/MLA-1489683790-ford-ka-16-pulse-darc-autos-usados-_JM#position=20&search_layout=grid&type=item&tracking_id=7fe881df-1b3a-4ff6-993c-1100cdeb85ae,Ford Ka 1.6 Pulse 95cv,3.750.000
usado,https://auto.mercadolibre.com.ar/MLA-1487532364-toyota-etios-xls-15-5ptas-darc-usados-_JM#position=21&search_layout=grid&type=item&tracking_id=7fe881df-1b3a-4ff6-993c-1100cdeb85ae,Toyota Etios 1.5 Xls,6.250.000
usado,https://auto.mercadolibre.com.ar/MLA-1487531946-peugeot-208-feline-16-darc-usados-_JM#position=22&search_layout=grid&type=item&tracking_id=7fe881df-1b3a-4ff6-993c-1100cdeb85ae,Peugeot 208 1.6 Feline,6.650.000
usado,https://auto.mercadolibre.com.ar/MLA-1485830100-peugeot-308-active-16n-darc-usados-_JM#position=23&search_layout=grid&type=item&tracking_id=7fe881df-1b3a-4ff6-993c-1100cdeb85ae,Peugeot 308 1.6 Active,4.810.000
usado,https://auto.mercadolibre.com.ar/MLA-1485829924-citroen-c3-origine-pack-zenith-darc-usados-_JM#position=24&search_layout=grid&type=item&tracking_id=7fe881df-1b3a-4ff6-993c-1100cdeb85ae,Citroën C3 1.5 Origine Pack Zenith I 90cv,4.690.000
usado,https://auto.mercadolibre.com.ar/MLA-1485519442-smart-forfour-passion-darc-usados-_JM#position=25&search_layout=grid&type=item&tracking_id=7fe881df-1b3a-4ff6-993c-1100cdeb85ae,Smart Forfour 1.0 Passion,7.800.000
usado,https://auto.mercadolibre.com.ar/MLA-1485519396-volkswagen-gol-trend-darc-usados-_JM#position=26&search_layout=grid&type=item&tracking_id=7fe881df-1b3a-4ff6-993c-1100cdeb85ae,Volkswagen Gol Trend 1.6 Highline 101cv,4.750.000
usado,https://auto.mercadolibre.com.ar/MLA-1384908773-peugeot-208-feline-tiptronic-darc-autos-usados-_JM#position=27&search_layout=grid&type=item&tracking_id=7fe881df-1b3a-4ff6-993c-1100cdeb85ae,Peugeot 208 1.6 Feline Tiptronic,7.000.000
usado,https://auto.mercadolibre.com.ar/MLA-1382396035-peugeot-208-allure-15-nav-darc-autos-usados-_JM#position=28&search_layout=grid&type=item&tracking_id=7fe881df-1b3a-4ff6-993c-1100cdeb85ae,Peugeot 208 1.5 Allure Touchscreen,5.650.000
usado,https://auto.mercadolibre.com.ar/MLA-1377556529-honda-fit-lx-romera-hnos-division-usados-_JM#position=29&search_layout=grid&type=item&tracking_id=7fe881df-1b3a-4ff6-993c-1100cdeb85ae,Honda Fit Lx 1.4 5p L09,4.450.000
usado,https://auto.mercadolibre.com.ar/MLA-1386457773-chevrolet-classic-14-lt-pack-2013-gris-garantia-usado-nt-_JM#position=30&search_layout=grid&type=item&tracking_id=7fe881df-1b3a-4ff6-993c-1100cdeb85ae,Chevrolet Classic 1.4 Lt Pack,4.598.900
usado,https://auto.mercadolibre.com.ar/MLA-1495309908-chevrolet-agile-14-ltz-spirit-mt-2013-beige-usado-nt-_JM#position=31&search_layout=grid&type=item&tracking_id=7fe881df-1b3a-4ff6-993c-1100cdeb85ae,Chevrolet Agile 1.4 Ls Spirit,5.498.900
usado,https://auto.mercadolibre.com.ar/MLA-1493265330-volskwagen-vento-25-automatico-2016-negro-garantia-usado-nt-_JM#position=32&search_layout=grid&type=item&tracking_id=7fe881df-1b3a-4ff6-993c-1100cdeb85ae,Volkswagen Vento 2.5 Advance Plus 170cv Tiptronic,9.499.900
usado,https://auto.mercadolibre.com.ar/MLA-1493489426-ford-focus-4p-se-mt-2016-blanco-garantia-usado-nt-_JM#position=33&search_layout=grid&type=item&tracking_id=7fe881df-1b3a-4ff6-993c-1100cdeb85ae,Ford Focus Iii 2.0 Sedan Se,7.199.900
usado,https://auto.mercadolibre.com.ar/MLA-1385709311-autos-usados-peugeot-408-allure-20n-mt-citroen-nissan-honda-_JM#position=34&search_layout=grid&type=item&tracking_id=7fe881df-1b3a-4ff6-993c-1100cdeb85ae,Peugeot 408 2.0 Allure 143cv,3.200.000
usado,https://auto.mercadolibre.com.ar/MLA-1385638121-autos-camionetas-usados-honda-pilot-touring-35-v6-4wd-2010-_JM#position=35&search_layout=grid&type=item&tracking_id=7fe881df-1b3a-4ff6-993c-1100cdeb85ae,Honda Pilot 3.5 At 257cv,9.990.000
usado,https://auto.mercadolibre.com.ar/MLA-1385561531-ford-kuga-usada-4x4-suv-camionetas-usadas-_JM#position=36&search_layout=grid&type=item&tracking_id=7fe881df-1b3a-4ff6-993c-1100cdeb85ae,Ford Kuga 2.0 Sel,21.000
usado,https://auto.mercadolibre.com.ar/MLA-1384789911-autos-usado-alfa-romeo-mito-2011-progression-mt-toyota-honda-_JM#position=37&search_layout=grid&type=item&tracking_id=7fe881df-1b3a-4ff6-993c-1100cdeb85ae,Alfa Romeo Mito 1.4 Progression Multiair 105cv 6mt,5.880.000
usado,https://auto.mercadolibre.com.ar/MLA-1482477190-autos-usados-bmw-328i-luxury-2012-at-mercedes-audi-porche-_JM#position=38&search_layout=grid&type=item&tracking_id=7fe881df-1b3a-4ff6-993c-1100cdeb85ae,Bmw Serie 3 2.0 328i Luxury 245cv,14.250.000
usado,https://auto.mercadolibre.com.ar/MLA-1384753135-autos-usados-kia-rio-5ptas-ex-14-2017-hyundai-nissan-honda-_JM#position=39&search_layout=grid&type=item&tracking_id=7fe881df-1b3a-4ff6-993c-1100cdeb85ae,Kia Rio 1.4 Ex 109cv 6mt,4.800.000
usado,https://auto.mercadolibre.com.ar/MLA-1384739693-autos-usados-nissan-sentra-tekna-xtronic-cvt-2011-honda-kia-_JM#position=40&search_layout=grid&type=item&tracking_id=7fe881df-1b3a-4ff6-993c-1100cdeb85ae,Nissan Sentra 2.0 N Tekna Cvt,3.590.000
usado,https://auto.mercadolibre.com.ar/MLA-1384752161-autos-camionetas-usados-renault-duster-confort-plus-2014-4x2-_JM#position=41&search_layout=grid&type=item&tracking_id=7fe881df-1b3a-4ff6-993c-1100cdeb85ae,Renault Duster 1.6 4x2 Confort Plus Abs 110cv,3.830.000
usado,https://auto.mercadolibre.com.ar/MLA-1384772159-autos-camionetas-usados-fiat-fiorino-furgon-evo-2016-kangoo-_JM#position=42&search_layout=grid&type=item&tracking_id=7fe881df-1b3a-4ff6-993c-1100cdeb85ae,Fiat Fiorino 1.4 Fire Evo 87cv,3.760.000
usado,https://auto.mercadolibre.com.ar/MLA-1378157245-ford-fiesta-5p-se-powershift-at-2016-blanco-usado-nt-_JM#position=43&search_layout=grid&type=item&tracking_id=7fe881df-1b3a-4ff6-993c-1100cdeb85ae,Ford Fiesta Kinetic Design 1.6 Se Powershift 120cv,7.899.900
usado,https://auto.mercadolibre.com.ar/MLA-1378127825-chevrolet-sonic-16-5p-ltz-mt-2017-bordo-usado-nt-_JM#position=44&search_layout=grid&type=item&tracking_id=7fe881df-1b3a-4ff6-993c-1100cdeb85ae,Chevrolet Sonic 1.6 Ltz Mx,7.799.900
usado,https://auto.mercadolibre.com.ar/MLA-1451159508-jeep-compass-24-limited-plus-camionetas-usadas-_JM#position=45&search_layout=grid&type=item&tracking_id=7fe881df-1b3a-4ff6-993c-1100cdeb85ae,Jeep Compass 2.4 Limited Plus,33.000
usado,https://auto.mercadolibre.com.ar/MLA-1376638537-chevrolet-onix-14-joy-ls-2020-negro-usado-nt-_JM#position=46&search_layout=grid&type=item&tracking_id=7fe881df-1b3a-4ff6-993c-1100cdeb85ae,Chevrolet Onix 1.4 Joy Ls,7.999.900
usado,https://auto.mercadolibre.com.ar/MLA-1446939980-volskwagen-polo-comfort-plus-at-2019-azul-usado-nt-_JM#position=47&search_layout=grid&type=item&tracking_id=7fe881df-1b3a-4ff6-993c-1100cdeb85ae,Volkswagen Polo 1.6 Msi Comfort Plus At,8.799.900
usado,https://auto.mercadolibre.com.ar/MLA-1376617453-volskwagen-polo-highline-16-msi-mt-2018-negro-usado-nt-_JM#position=48&search_layout=grid&type=item&tracking_id=7fe881df-1b3a-4ff6-993c-1100cdeb85ae,Volkswagen Polo 1.6 Msi Highline,9.499.900
usado,https://auto.mercadolibre.com.ar/MLA-1376568679-nissan-march-16-active-pure-drive-mt-2017-bordo-usado-nt-_JM#position=1&search_layout=grid&type=item&tracking_id=d52968e0-828d-44d4-a280-5cc1489c7e64,Nissan March 1.6 Active 107cv May14,6.499.900
usado,https://auto.mercadolibre.com.ar/MLA-1376579057-chevrolet-tracker-18-fwd-mt-ltz-2014-negro-usado-nt-_JM#position=2&search_layout=grid&type=item&tracking_id=d52968e0-828d-44d4-a280-5cc1489c7e64,Chevrolet Tracker 1.8 Ltz Fwd Mt 140cv,7.999.900
usado,https://auto.mercadolibre.com.ar/MLA-1446937386-chevrolet-prisma-14-ltz-mt-2019-gris-usado-nt-_JM#position=3&search_layout=grid&type=item&tracking_id=d52968e0-828d-44d4-a280-5cc1489c7e64,Chevrolet Prisma 1.4 Ltz 98cv,8.899.900
usado,https://auto.mercadolibre.com.ar/MLA-1376578743-chevrolet-onix-14-lt-mt-2016-gris-usado-nt-_JM#position=4&search_layout=grid&type=item&tracking_id=d52968e0-828d-44d4-a280-5cc1489c7e64,Chevrolet Onix 1.4 Lt Mt 98cv,6.899.900
usado,https://auto.mercadolibre.com.ar/MLA-1446803414-chevrolet-prisma-14-ltz-mt-2015-gris-usado-nt-_JM#position=5&search_layout=grid&type=item&tracking_id=d52968e0-828d-44d4-a280-5cc1489c7e64,Chevrolet Prisma 1.4 Ltz 98cv,6.699.900
usado,https://auto.mercadolibre.com.ar/MLA-1376255545-chevrolet-prisma-ltz-14-mt-2018-usado-seleccionado-ld-5-_JM#position=6&search_layout=grid&type=item&tracking_id=d52968e0-828d-44d4-a280-5cc1489c7e64,Chevrolet Prisma 1.4 Ltz 98cv,8.915.000
usado,https://auto.mercadolibre.com.ar/MLA-1476494510-audi-q8-55-tfsi-stronic-quattro-usada-2021-q7-a6-q7-allroad-_JM#position=7&search_layout=grid&type=item&tracking_id=d52968e0-828d-44d4-a280-5cc1489c7e64,Audi Q8 3.0 55 Tfsi Quattro,183.200
usado,https://auto.mercadolibre.com.ar/MLA-1385712477-renault-logan-life-16-2020-usado-entrega-inmediata-lnv-_JM#position=8&search_layout=grid&type=item&tracking_id=d52968e0-828d-44d4-a280-5cc1489c7e64,Renault Logan 1.6 16v Life,5.800.000
usado,https://auto.mercadolibre.com.ar/MLA-1468580192-volkswagen-touareg-v8-2015-2016-2017-dsg-x6-usado-_JM#position=9&search_layout=grid&type=item&tracking_id=d52968e0-828d-44d4-a280-5cc1489c7e64,Volkswagen Touareg 4.2 V8 Fsi Premium,49.900
usado,https://auto.mercadolibre.com.ar/MLA-1477093262-renault-stepway-privilege-2017-usados-oferta-dni-enb-_JM#position=10&search_layout=grid&type=item&tracking_id=d52968e0-828d-44d4-a280-5cc1489c7e64,Renault Sandero Stepway 1.6 Privilege 105cv Nac,6.690.000
usado,https://auto.mercadolibre.com.ar/MLA-1485817310-volkswagen-amarok-extreme-v6-2021-2022-2023-usada-0km-_JM#position=11&search_layout=grid&type=item&tracking_id=d52968e0-828d-44d4-a280-5cc1489c7e64,Volkswagen Amarok 3.0 V6 Extreme,48.000
usado,https://auto.mercadolibre.com.ar/MLA-1479776366-audi-q3-20-quattro-2012-2013-2014-2015-s-tronic-usado-_JM#position=12&search_layout=grid&type=item&tracking_id=d52968e0-828d-44d4-a280-5cc1489c7e64,Audi Q3 2.0 Quattro I 177cv Stronic,25.500
usado,https://auto.mercadolibre.com.ar/MLA-1385047515-citron-c3-15-i90-origine-2013-usado-inmediata-diaz-lnv-_JM#position=13&search_layout=grid&type=item&tracking_id=d52968e0-828d-44d4-a280-5cc1489c7e64,Citroën C3 1.5 Origine I 90cv,4.800.000
usado,https://auto.mercadolibre.com.ar/MLA-1453341290-toyota-hiace-usadas-_JM#position=14&search_layout=grid&type=item&tracking_id=d52968e0-828d-44d4-a280-5cc1489c7e64,Toyota Hiace 2.8 Tdi Furgón 6at L1h1 3a 4p,42.500
usado,https://auto.mercadolibre.com.ar/MLA-1468514722-volkswagen-passat-18-tfsi-manual-2013-2012-2014-usado-aut-_JM#position=15&search_layout=grid&type=item&tracking_id=d52968e0-828d-44d4-a280-5cc1489c7e64,Volkswagen Passat 1.8 Confort Tsi 160cv,14.900
usado,https://auto.mercadolibre.com.ar/MLA-1384142423-renault-alaskan-2023-plan-gobierno-usados-solo-dni-amm-_JM#position=16&search_layout=grid&type=item&tracking_id=d52968e0-828d-44d4-a280-5cc1489c7e64,Renault Alaskan 2.3t 16v Confort Mt 4x2,14.000.000
usado,https://auto.mercadolibre.com.ar/MLA-1379646197-toyota-sw4-usadas-_JM#position=17&search_layout=grid&type=item&tracking_id=d52968e0-828d-44d4-a280-5cc1489c7e64,Toyota Sw4 3.0 I Srv At C/cuero 4x4 (2009),20.500
usado,https://auto.mercadolibre.com.ar/MLA-1468606188-audi-q7-v6-quattr-2012-2013-2013-2014-2015-usado-nuevo-_JM#position=18&search_layout=grid&type=item&tracking_id=d52968e0-828d-44d4-a280-5cc1489c7e64,Audi Q7 3.0 Tfsi 333cv Tiptronic Quattro,31.000
usado,https://auto.mercadolibre.com.ar/MLA-1468606214-audi-q7-30-v6-tfsi-quattro-2012-2013-2014-usada-tiptronic-_JM#position=19&search_layout=grid&type=item&tracking_id=d52968e0-828d-44d4-a280-5cc1489c7e64,Audi Q7 3.0 Tfsi 333cv Tiptronic Quattro,31.000
usado,https://auto.mercadolibre.com.ar/MLA-1384291971-ram-1500-usada-_JM#position=20&search_layout=grid&type=item&tracking_id=d52968e0-828d-44d4-a280-5cc1489c7e64,Ram 1500 5.7 Laramie Atx V8,56.900
usado,https://auto.mercadolibre.com.ar/MLA-1479652928-audi-a4-quattro-2017-2018-usado-b9-20-tfsi-252cv-2019-aut-_JM#position=21&search_layout=grid&type=item&tracking_id=d52968e0-828d-44d4-a280-5cc1489c7e64,Audi A4 2.0 Fsi Quattro 252cv,39.600
usado,https://auto.mercadolibre.com.ar/MLA-1492851540-chevrolet-onix-joy-usado-5-puertas-autos-usados-_JM#position=22&search_layout=grid&type=item&tracking_id=d52968e0-828d-44d4-a280-5cc1489c7e64,Chevrolet Onix 1.4 Joy Ls,8.500.000
usado,https://auto.mercadolibre.com.ar/MLA-1485844078-toyota-etios-x-5p-mt-usado-certificado-vta-con-seguro-mr-_JM#position=23&search_layout=grid&type=item&tracking_id=d52968e0-828d-44d4-a280-5cc1489c7e64,Toyota Etios 1.5 Sedan X,8.900.000
usado,https://auto.mercadolibre.com.ar/MLA-1384476323-fiat-strada-working-14-taraborelli-usados-bariloche--_JM#position=24&search_layout=grid&type=item&tracking_id=d52968e0-828d-44d4-a280-5cc1489c7e64,Fiat Strada 1.4 Working Cd,5.500.000
usado,https://auto.mercadolibre.com.ar/MLA-1384475457-renault-kangoo-ph3-plus-taraborelli-usados-bariloche--_JM#position=25&search_layout=grid&type=item&tracking_id=d52968e0-828d-44d4-a280-5cc1489c7e64,Renault Kangoo 1.6 Ph3 Authentique Plus Lc,6.100.000
usado,https://auto.mercadolibre.com.ar/MLA-1479384424-toyota-yaris-xls-15-6mt-taraborelli-usados-bariloche--_JM#position=26&search_layout=grid&type=item&tracking_id=d52968e0-828d-44d4-a280-5cc1489c7e64,Toyota Yaris 1.5 107cv Xls 5 P,9.400.000
usado,https://auto.mercadolibre.com.ar/MLA-1468580156-audi-q2-2020-stronic-30-tfsi-sport-aut-usado-2019-2021-2022-_JM#position=27&search_layout=grid&type=item&tracking_id=d52968e0-828d-44d4-a280-5cc1489c7e64,Audi Q2 1.0 30 Tfsi Stronic Sport,40.800
usado,https://auto.mercadolibre.com.ar/MLA-1474228822-ford-focus-titanium-at-2014-oferta-oportunidad-usados-enb-_JM#position=28&search_layout=grid&type=item&tracking_id=d52968e0-828d-44d4-a280-5cc1489c7e64,Ford Focus Iii 2.0 Sedan Titanium At6,7.720.000
usado,https://auto.mercadolibre.com.ar/MLA-1382356005-audi-a6-55-tfsi-v6-stronic-quattro-usado-2021-2022-a5-a7-q5-_JM#position=29&search_layout=grid&type=item&tracking_id=d52968e0-828d-44d4-a280-5cc1489c7e64,Audi A6 3.0 55 Tfsi Stronic Quattro 340cv,88.000
usado,https://auto.mercadolibre.com.ar/MLA-1468606234-audi-a5-sportback-2017-2018-2019-190cv-usado-automatico-20-_JM#position=30&search_layout=grid&type=item&tracking_id=d52968e0-828d-44d4-a280-5cc1489c7e64,Audi A5 Sportback 2.0 Tfsi 190cv,40.000
usado,https://auto.mercadolibre.com.ar/MLA-1491203786-audi-q3-tfsi-quattro-usados-certificados-_JM#position=31&search_layout=grid&type=item&tracking_id=d52968e0-828d-44d4-a280-5cc1489c7e64,Audi Q3 2.0 Tfsi Stronic Quattro 220cv,20.316.384
usado,https://auto.mercadolibre.com.ar/MLA-1384974701-renault-sandero-stepway-luxe-16-usado-2011-inmediata-lnv-_JM#position=32&search_layout=grid&type=item&tracking_id=d52968e0-828d-44d4-a280-5cc1489c7e64,Renault Sandero Stepway 1.6 Luxe,4.420.000
usado,https://auto.mercadolibre.com.ar/MLA-1385034827-peugeot-408-allure-20-usado-seleccionado-2016-lnv-_JM#position=33&search_layout=grid&type=item&tracking_id=d52968e0-828d-44d4-a280-5cc1489c7e64,Peugeot 408 2.0 Allure 143cv,5.650.000
usado,https://auto.mercadolibre.com.ar/MLA-1481901872-fiat-strada-working-14-taraborelli-usados-bariloche--_JM#position=34&search_layout=grid&type=item&tracking_id=d52968e0-828d-44d4-a280-5cc1489c7e64,Fiat Strada 1.4 Working Cd,5.500.000
usado,https://auto.mercadolibre.com.ar/MLA-1386332925-chevrolet-tracker-ltz-automatica-12-usadas-y-nuevas-_JM#position=35&search_layout=grid&type=item&tracking_id=d52968e0-828d-44d4-a280-5cc1489c7e64,Chevrolet Tracker 1.2 Turbo Ltz At,15.500.000
usado,https://auto.mercadolibre.com.ar/MLA-1469925554-toyota-yaris-cvt-15-taraborelli-usados-bariloche--_JM#position=36&search_layout=grid&type=item&tracking_id=d52968e0-828d-44d4-a280-5cc1489c7e64,Toyota Yaris 1.5 107cv,9.600.000
usado,https://auto.mercadolibre.com.ar/MLA-1469960972-volkswagen-suran-cross-16-taraborelli-usados-bariloche--_JM#position=37&search_layout=grid&type=item&tracking_id=d52968e0-828d-44d4-a280-5cc1489c7e64,Volkswagen Suran Cross 1.6 Highline 101cv,6.950.000
usado,https://auto.mercadolibre.com.ar/MLA-1385442085-audi-a3-3-puertas-2014-2013-2015-manual-14-tfsi-3p-usado-_JM#position=38&search_layout=grid&type=item&tracking_id=d52968e0-828d-44d4-a280-5cc1489c7e64,Audi A3 1.4 Tsi Mt 122cv,16.000
usado,https://auto.mercadolibre.com.ar/MLA-1384781339-toyota-yaris-xls-15-sedan-taraborelli-usados-bariloche--_JM#position=39&search_layout=grid&type=item&tracking_id=d52968e0-828d-44d4-a280-5cc1489c7e64,Toyota Yaris 1.5 107cv Xls 4 P,9.400.000
usado,https://auto.mercadolibre.com.ar/MLA-1485791870-jeep-compass-limited-13-turbo-usado-ver-condicion-vta-mr-_JM#position=40&search_layout=grid&type=item&tracking_id=d52968e0-828d-44d4-a280-5cc1489c7e64,Jeep Compass 2.4 Limited,24.500.000
usado,https://auto.mercadolibre.com.ar/MLA-1448006044-jeep-renegade-at-2023-0km-tomo-usado-financio-en-pesos-_JM#position=41&search_layout=grid&type=item&tracking_id=d52968e0-828d-44d4-a280-5cc1489c7e64,Jeep Renegade 1.8 Sport At Plus,8.180.900
usado,https://auto.mercadolibre.com.ar/MLA-1445634462-renault-duster-ph2-dynamique-16-usados-certificados-_JM#position=42&search_layout=grid&type=item&tracking_id=d52968e0-828d-44d4-a280-5cc1489c7e64,Renault Duster 1.6 Ph2 4x2 Dynamique,7.332.391
usado,https://auto.mercadolibre.com.ar/MLA-1445621736-renault-sandero-stepway-privilege-usados-certificados-_JM#position=43&search_layout=grid&type=item&tracking_id=d52968e0-828d-44d4-a280-5cc1489c7e64,Renault Sandero Stepway 1.6 Privilege 105cv,5.775.781
usado,https://auto.mercadolibre.com.ar/MLA-1376254003-ford-focus-16-mt-s-5-puertas-usados-certificados-_JM#position=44&search_layout=grid&type=item&tracking_id=d52968e0-828d-44d4-a280-5cc1489c7e64,Ford Focus Iii 1.6 S,6.050.374
usado,https://auto.mercadolibre.com.ar/MLA-1491180064-renault-captur-intens-con-gnc-usados-certificados-_JM#position=45&search_layout=grid&type=item&tracking_id=d52968e0-828d-44d4-a280-5cc1489c7e64,Renault Captur 2.0 Intens,7.882.160
usado,https://auto.mercadolibre.com.ar/MLA-1377584587-nissan-sentra-sr-usados-certificados-_JM#position=46&search_layout=grid&type=item&tracking_id=d52968e0-828d-44d4-a280-5cc1489c7e64,Nissan Sentra 2.0 Sr,6.626.378
usado,https://auto.mercadolibre.com.ar/MLA-1378573703-audi-q3-20-turbo-sportback-audi-q2-audio-q5-usado-_JM#position=47&search_layout=grid&type=item&tracking_id=d52968e0-828d-44d4-a280-5cc1489c7e64,Audi Q3 2.0 Tfsi Stronic Quattro 220cv,34.900
usado,https://auto.mercadolibre.com.ar/MLA-1468527520-c300-city-coupe-c400-m2-usado-0km-oficiales-_JM#position=48&search_layout=grid&type=item&tracking_id=d52968e0-828d-44d4-a280-5cc1489c7e64,Mercedes-benz Clase C 2.0 C300 Coupe 245cv,71.000
