type,link_web,modelo,precio
0km,https://auto.mercadolibre.com.ar/MLA-1395736876-fiat-cronos-precision-at-2023-okm-_JM#position=1&search_layout=grid&type=item&tracking_id=4b57a87f-c170-4765-ad95-141e76965274,Fiat Cronos 1.3 Precision Cvt,8.940.000
0km,https://auto.mercadolibre.com.ar/MLA-1140803907-hyundai-creta-safety-okm-2023-promocopn-erspecial-_JM#position=2&search_layout=grid&type=item&tracking_id=4b57a87f-c170-4765-ad95-141e76965274,Hyundai Creta Safety,25.500
0km,https://auto.mercadolibre.com.ar/MLA-1377333267-chevrolet-cruze-premier-okmmm7-_JM#position=3&search_layout=grid&type=item&tracking_id=4b57a87f-c170-4765-ad95-141e76965274,Chevrolet Cruze 1.4 Premier Sedan,10.998.852
0km,https://auto.mercadolibre.com.ar/MLA-1450473356-chevrolet-cruze-premier-okmmm7-_JM#position=4&search_layout=grid&type=item&tracking_id=4b57a87f-c170-4765-ad95-141e76965274,Chevrolet Cruze 5 1.4 Premier 5p,10.999.850
0km,https://auto.mercadolibre.com.ar/MLA-1366298701-fiat-cronos-drive-pack-design-2023-okm-patentado-_JM#position=5&search_layout=grid&type=item&tracking_id=4b57a87f-c170-4765-ad95-141e76965274,Fiat Cronos 1.3 Drive S-design Mt,8.200.000
0km,https://auto.mercadolibre.com.ar/MLA-1450221312-chevrolet-s10ltz-4x4-at-okmmm7-_JM#position=6&search_layout=grid&type=item&tracking_id=4b57a87f-c170-4765-ad95-141e76965274,Chevrolet S10 2.8 Cd 4x4 Ltz Tdci 200cv At,14.899.990
0km,https://auto.mercadolibre.com.ar/MLA-1442346390-renault-stepway-zen-intense-16-full-okm-2023-2020-lnv-_JM#position=7&search_layout=grid&type=item&tracking_id=4b57a87f-c170-4765-ad95-141e76965274,Renault Sandero Stepway 1.6 16v Intense,4.299.999
0km,https://auto.mercadolibre.com.ar/MLA-1485894764-toyota-corolla-cross-18-xei-ecvt-hibrido-bco-perlado-okm-_JM#position=8&search_layout=grid&type=item&tracking_id=4b57a87f-c170-4765-ad95-141e76965274,Toyota Corolla Cross 1.8 Xei Ecvt,33.900
0km,https://auto.mercadolibre.com.ar/MLA-1420646102-strada-volcano-okm-anticipo-o-tomo-usado-m-_JM#position=9&search_layout=grid&type=item&tracking_id=4b57a87f-c170-4765-ad95-141e76965274,Fiat Strada 1.3 Volcano,3.141.500
0km,https://auto.mercadolibre.com.ar/MLA-1298801967-fiat-cronos-precision-13-at-okm-_JM#position=10&search_layout=grid&type=item&tracking_id=4b57a87f-c170-4765-ad95-141e76965274,Fiat Cronos Precision 1.3 Cvt,8.950.000
0km,https://auto.mercadolibre.com.ar/MLA-1450325024-chevrolet-tracker-premier-okmmm7-_JM#position=11&search_layout=grid&type=item&tracking_id=4b57a87f-c170-4765-ad95-141e76965274,Chevrolet Tracker 1.2 Premier Turbo At,11.699.874
0km,https://auto.mercadolibre.com.ar/MLA-1362322251-fiat-cronos-drive-pack-s-design-2023-okm-_JM#position=12&search_layout=grid&type=item&tracking_id=4b57a87f-c170-4765-ad95-141e76965274,Fiat Cronos 1.3 Drive S-design Mt,8.250.000
0km,https://auto.mercadolibre.com.ar/MLA-1485889682-toyota-etios-okm-15-5-ptasxls-full-full-_JM#position=13&search_layout=grid&type=item&tracking_id=4b57a87f-c170-4765-ad95-141e76965274,Toyota Etios 1.5 Sedan Xls My19,15.000
0km,https://auto.mercadolibre.com.ar/MLA-1494917672-volkswagen-amarok-trendline-4x4-okm-_JM#position=14&search_layout=grid&type=item&tracking_id=4b57a87f-c170-4765-ad95-141e76965274,Volkswagen Amarok 2.0 Cd Tdi 180cv 4x4 Trendline,17.200.000
0km,https://auto.mercadolibre.com.ar/MLA-1373203463-renault-logan-zen-16-16v-okm-2023-oferta-_JM#position=15&search_layout=grid&type=item&tracking_id=4b57a87f-c170-4765-ad95-141e76965274,Renault Logan 1.6 16v Zen,7.642.300
0km,https://auto.mercadolibre.com.ar/MLA-1372554153-citron-jumper-2022-22-435-l2h2-hdi-130-mt6-okm-lem-_JM#position=16&search_layout=grid&type=item&tracking_id=4b57a87f-c170-4765-ad95-141e76965274,Citroën Jumper 2.2 435 L2h2 Hdi 130 Mt6,23.375.000
0km,https://auto.mercadolibre.com.ar/MLA-1132582732-fiat-cronos-precision-18-okm-2023-_JM#position=17&search_layout=grid&type=item&tracking_id=4b57a87f-c170-4765-ad95-141e76965274,Fiat Cronos 1.8 16v Precision,5.900.000
0km,https://auto.mercadolibre.com.ar/MLA-1312418192-renault-oroch-2023-13-tce-163-iconic-cvt-2wd-2023-okm-_JM#position=18&search_layout=grid&type=item&tracking_id=4b57a87f-c170-4765-ad95-141e76965274,Renault Oroch 1.3 Tce 163 Iconic Cvt 2wd,14.750.046
0km,https://auto.mercadolibre.com.ar/MLA-1129992803-citroen-berlingo-hdi-2021-okm-_JM#position=19&search_layout=grid&type=item&tracking_id=4b57a87f-c170-4765-ad95-141e76965274,Citroën Berlingo 1.6 Vti 115 Business,8.500.000
0km,https://auto.mercadolibre.com.ar/MLA-1294199419-vw-amarok-confortline-okm-entrega-inmediata-_JM#position=20&search_layout=grid&type=item&tracking_id=4b57a87f-c170-4765-ad95-141e76965274,Volkswagen Amarok 2.0 Cd Tdi 180cv Comfortline At,17.600.000
0km,https://auto.mercadolibre.com.ar/MLA-1169727133-renault-kangoo-stepway-16-okm-2023-_JM#position=21&search_layout=grid&type=item&tracking_id=4b57a87f-c170-4765-ad95-141e76965274,Renault Kangoo 1.6 Stepway,12.098.000
0km,https://auto.mercadolibre.com.ar/MLA-1366985258-renault-sandero-life-16-okm-2023-_JM#position=22&search_layout=grid&type=item&tracking_id=4b57a87f-c170-4765-ad95-141e76965274,Renault Sandero Life 1.6,7.620.890
0km,https://auto.mercadolibre.com.ar/MLA-1392320464-renault-logan-zen-2023-okm-_JM#position=23&search_layout=grid&type=item&tracking_id=4b57a87f-c170-4765-ad95-141e76965274,Renault Logan Zen,8.090.655
0km,https://auto.mercadolibre.com.ar/MLA-1437441558-fiat-cronos-drive-pack-style-okm-2023-_JM#position=24&search_layout=grid&type=item&tracking_id=4b57a87f-c170-4765-ad95-141e76965274,Fiat Cronos 1.3 Drive Mt,8.650.000
0km,https://auto.mercadolibre.com.ar/MLA-1312482350-renault-sandero-zen-2023-16-16v-okm-_JM#position=25&search_layout=grid&type=item&tracking_id=4b57a87f-c170-4765-ad95-141e76965274,Renault Sandero 1.6 16v Sense,7.850.700
0km,https://auto.mercadolibre.com.ar/MLA-1169721325-renault-kangoo-ii-express-confort-16-sce-2023-okm-oferta-_JM#position=26&search_layout=grid&type=item&tracking_id=4b57a87f-c170-4765-ad95-141e76965274,Renault Kangoo Ii Express Confort 1.6 Sce,10.426.000
0km,https://auto.mercadolibre.com.ar/MLA-1319265275-fiat-cronos-drive-pack-conectividad-2023-okm-_JM#position=27&search_layout=grid&type=item&tracking_id=4b57a87f-c170-4765-ad95-141e76965274,Fiat Cronos 1.3 Gse Drive Pack Conectividad,8.100.000
0km,https://auto.mercadolibre.com.ar/MLA-1437411356-fiat-cronos-drive-pack-plus-2023-okm-_JM#position=28&search_layout=grid&type=item&tracking_id=4b57a87f-c170-4765-ad95-141e76965274,Fiat Cronos 1.3 Drive S-design Mt,8.370.000
0km,https://auto.mercadolibre.com.ar/MLA-1413521546-volkswagen-amarok-30-v6-extreme-2023-okm-_JM#position=29&search_layout=grid&type=item&tracking_id=4b57a87f-c170-4765-ad95-141e76965274,Volkswagen Amarok 3.0 V6 Extreme,30.500.000
0km,https://auto.mercadolibre.com.ar/MLA-1442908118-fiat-cronos-drive-pack-stile-2023-okm-_JM#position=30&search_layout=grid&type=item&tracking_id=4b57a87f-c170-4765-ad95-141e76965274,Fiat Cronos 1.3 Gse Drive Pack Conectividad,8.710.000
0km,https://auto.mercadolibre.com.ar/MLA-1280091630-fiat-cronos-precision-cvt-13-okm-_JM#position=31&search_layout=grid&type=item&tracking_id=4b57a87f-c170-4765-ad95-141e76965274,Fiat Cronos 1.3 Gse Drive Pack Conectividad,8.950.000
0km,https://auto.mercadolibre.com.ar/MLA-1384227529-peugeot-208-feline-okm-_JM#position=32&search_layout=grid&type=item&tracking_id=4b57a87f-c170-4765-ad95-141e76965274,Peugeot 208 1.6 Feline Tiptronic,13.900.000
0km,https://auto.mercadolibre.com.ar/MLA-1458499346-fiat-cronos-precision-13-at-2023-okm-_JM#position=33&search_layout=grid&type=item&tracking_id=4b57a87f-c170-4765-ad95-141e76965274,Fiat Cronos 1.3 Precision Cvt,9.010.000
0km,https://auto.mercadolibre.com.ar/MLA-1432940326-fiat-cronos-drive-pack-plus-2023-okm-_JM#position=34&search_layout=grid&type=item&tracking_id=4b57a87f-c170-4765-ad95-141e76965274,Fiat Cronos 1.3 Drive Mt,8.350.000
0km,https://auto.mercadolibre.com.ar/MLA-1413497620-fiat-cronos-drive-pack-plus-2023-okm-_JM#position=35&search_layout=grid&type=item&tracking_id=4b57a87f-c170-4765-ad95-141e76965274,Fiat Cronos 1.3 Drive Mt,8.300.000
0km,https://auto.mercadolibre.com.ar/MLA-1412290262-toyota-yaris-2023-15-okm-xls-entrega-inmediata-_JM#position=36&search_layout=grid&type=item&tracking_id=4b57a87f-c170-4765-ad95-141e76965274,Toyota Yaris 1.5 107cv Xls,8.700.000
0km,https://auto.mercadolibre.com.ar/MLA-1383598980-fiat-cronos-precision-13-at-2023-okm-_JM#position=37&search_layout=grid&type=item&tracking_id=4b57a87f-c170-4765-ad95-141e76965274,Fiat Cronos 1.3 Precision Cvt,8.950.000
0km,https://auto.mercadolibre.com.ar/MLA-1266616125-fiat-cronos-drive-cvt-13-2023-okm-_JM#position=38&search_layout=grid&type=item&tracking_id=4b57a87f-c170-4765-ad95-141e76965274,Fiat Cronos 1.3 Gse Drive,8.850.000
0km,https://auto.mercadolibre.com.ar/MLA-1447989832-toyota-sw4-28-srx-177cv-4x4-7as-at-2023-o-km-autoglas-_JM#position=39&search_layout=grid&type=item&tracking_id=4b57a87f-c170-4765-ad95-141e76965274,Toyota Sw4 2.8 Srx 177cv 4x4 7as At,56.500
0km,https://auto.mercadolibre.com.ar/MLA-1376583665-toyota-etios-2023-okm-15-sedan-xls-entrega-inmediata-_JM#position=40&search_layout=grid&type=item&tracking_id=4b57a87f-c170-4765-ad95-141e76965274,Toyota Etios 1.5 Sedan Xls,15.000
0km,https://auto.mercadolibre.com.ar/MLA-1368949441-toyota-corolla-cross-okm-2023-20-xei-cvt-entrega-inmediata-_JM#position=41&search_layout=grid&type=item&tracking_id=4b57a87f-c170-4765-ad95-141e76965274,Toyota Corolla Cross 2.0 Xei Cvt,14.200.000
0km,https://auto.mercadolibre.com.ar/MLA-1381029093-peugeot-208-16-active-pack-okm-2023-entrega-inmediata-_JM#position=42&search_layout=grid&type=item&tracking_id=4b57a87f-c170-4765-ad95-141e76965274,Peugeot 208 1.6l Active Pack,11.000.000
0km,https://auto.mercadolibre.com.ar/MLA-1442384946-fiat-cronos-pack-stile-2023-okm-_JM#position=43&search_layout=grid&type=item&tracking_id=4b57a87f-c170-4765-ad95-141e76965274,Fiat Cronos 1.3 Drive Mt,8.680.000
0km,https://auto.mercadolibre.com.ar/MLA-1376562949-toyota-etios-2023-okm-15-sedan-xls-at-entrega-inmediata-_JM#position=44&search_layout=grid&type=item&tracking_id=4b57a87f-c170-4765-ad95-141e76965274,Toyota Etios 1.5 Sedan Xls At,16.000
0km,https://auto.mercadolibre.com.ar/MLA-1446941746-toyota-cabina-simple-4x4-2023-24-okm-entrega-inmediata-_JM#position=45&search_layout=grid&type=item&tracking_id=4b57a87f-c170-4765-ad95-141e76965274,Toyota Hilux 2.4 Cs Dx 150cv 4x4,30.000
0km,https://auto.mercadolibre.com.ar/MLA-1443607854-fiat-cronos-precision-2023-okm-patendado-_JM#position=46&search_layout=grid&type=item&tracking_id=4b57a87f-c170-4765-ad95-141e76965274,Fiat Cronos 1.3 Precision Cvt,9.050.000
0km,https://auto.mercadolibre.com.ar/MLA-1490543174-renault-kangoo-furgon-16-5-as-okm-2023-_JM#position=47&search_layout=grid&type=item&tracking_id=4b57a87f-c170-4765-ad95-141e76965274,Renault Kangoo 1.6 Furgon Ph3 Confort 5as Lc,12.500.000
0km,https://auto.mercadolibre.com.ar/MLA-1384316915-sandero-stepway-zen-16-okm-2023-entrega-inmediata-_JM#position=48&search_layout=grid&type=item&tracking_id=4b57a87f-c170-4765-ad95-141e76965274,Renault Stepway 1.6 16v C.a.b,9.200.000
0km,https://auto.mercadolibre.com.ar/MLA-1376643467-toyota-etios-2023-okm-15-sedan-x-entrega-inmediata-_JM#position=1&search_layout=grid&type=item&tracking_id=f783b733-fde0-4eaa-8aa0-d8f3900dc62f,Toyota Etios 1.5 Sedan X,6.500.000
0km,https://auto.mercadolibre.com.ar/MLA-1443607614-fiat-cronos-precision-2023-okm-patentado-_JM#position=2&search_layout=grid&type=item&tracking_id=f783b733-fde0-4eaa-8aa0-d8f3900dc62f,Fiat Cronos 1.3 Precision Cvt,9.000.000
0km,https://auto.mercadolibre.com.ar/MLA-1465979038-dfsk-c35-2023-15-van-cargo-okm-entrega-inmediata-_JM#position=3&search_layout=grid&type=item&tracking_id=f783b733-fde0-4eaa-8aa0-d8f3900dc62f,Dfsk C35 1.5 Van Cargo,11.400.000
0km,https://auto.mercadolibre.com.ar/MLA-1376030725-fiat-cronos-drive-pack-plus-2023-okm-_JM#position=4&search_layout=grid&type=item&tracking_id=f783b733-fde0-4eaa-8aa0-d8f3900dc62f,Fiat Cronos 1.3 Gse Drive Pack Conectividad,8.350.000
0km,https://auto.mercadolibre.com.ar/MLA-1371984851-fiat-cronos-drive-pack-plus-13-okm-ep-_JM#position=5&search_layout=grid&type=item&tracking_id=f783b733-fde0-4eaa-8aa0-d8f3900dc62f,Fiat Cronos 1.3 Drive Mt,6.100.000
0km,https://auto.mercadolibre.com.ar/MLA-1376558035-fiat-cronos-drive-okmep-_JM#position=6&search_layout=grid&type=item&tracking_id=f783b733-fde0-4eaa-8aa0-d8f3900dc62f,Fiat Cronos 1.3 Gse Drive Pack Conectividad,6.700.000
0km,https://auto.mercadolibre.com.ar/MLA-1372521657-sandero-stepway-instens-2023-okm-_JM#position=7&search_layout=grid&type=item&tracking_id=f783b733-fde0-4eaa-8aa0-d8f3900dc62f,Renault Sandero Stepway 1.6 16v Intense,9.990.000
0km,https://auto.mercadolibre.com.ar/MLA-1393816368-dfsk-c32-2023-15-cab-doble-okm-entrega-inmediata-_JM#position=8&search_layout=grid&type=item&tracking_id=f783b733-fde0-4eaa-8aa0-d8f3900dc62f,Dfsk C32 1.5 Cab Doble,10.400.000
0km,https://auto.mercadolibre.com.ar/MLA-1381771086-fiat-cronos-drive-pack-s-design-2023-okm-_JM#position=9&search_layout=grid&type=item&tracking_id=f783b733-fde0-4eaa-8aa0-d8f3900dc62f,Fiat Cronos 1.3 Drive S-design Mt,8.290.000
0km,https://auto.mercadolibre.com.ar/MLA-1450548462-chevrolet-montana-premier-12-turbo-at-okmmm7-_JM#position=10&search_layout=grid&type=item&tracking_id=f783b733-fde0-4eaa-8aa0-d8f3900dc62f,Chevrolet Montana Premier,12.898.752
0km,https://auto.mercadolibre.com.ar/MLA-1441098484-nuevo-bmw-220i-sport-coupe-g42-okm-2023-bmw-autopremier-_JM#position=11&search_layout=grid&type=item&tracking_id=f783b733-fde0-4eaa-8aa0-d8f3900dc62f,Bmw Serie 2 2.0 220i Sport Line Coupé G42,74.900
0km,https://auto.mercadolibre.com.ar/MLA-1441071986-bmw-serie-1-m135i-xdrive-m-performance-okm-ano-2023-bmw-au-_JM#position=12&search_layout=grid&type=item&tracking_id=f783b733-fde0-4eaa-8aa0-d8f3900dc62f,Bmw Serie 1 Serie 1 M135i Xdrive Mpackage 2.0 306cv,87.900
0km,https://auto.mercadolibre.com.ar/MLA-1375148119-bmw-serie-4-430i-gran-coupe-okm-linea-2023-bmw-autopremier-_JM#position=13&search_layout=grid&type=item&tracking_id=f783b733-fde0-4eaa-8aa0-d8f3900dc62f,Bmw Serie 4 2.0 430i Gran Coupé 258 Cv Linea 2023,92.900
0km,https://auto.mercadolibre.com.ar/MLA-1438376848-fiat-pulse-13-nafta-drive-at-okm-patentada-_JM#position=14&search_layout=grid&type=item&tracking_id=f783b733-fde0-4eaa-8aa0-d8f3900dc62f,Fiat Pulse 1.3 Naf Drive Drive At,14.850.000
0km,https://auto.mercadolibre.com.ar/MLA-1442962190-citroen-berlingo-furgon-16-vti-okm-patentada-sin-rodar-_JM#position=15&search_layout=grid&type=item&tracking_id=f783b733-fde0-4eaa-8aa0-d8f3900dc62f,Citroën Berlingo Furgon Furgon 1.6 Vti,6.550.000
0km,https://auto.mercadolibre.com.ar/MLA-1127829375-jetour-x70-caja-automatica-8-premium-7pasajeros-okm2023-_JM#position=16&search_layout=grid&type=item&tracking_id=f783b733-fde0-4eaa-8aa0-d8f3900dc62f,Jetour X70 8at Premium 7pas Premium At,20.361.000
0km,https://auto.mercadolibre.com.ar/MLA-1450872204-audi-a1-35-tfsi-okm-_JM#position=17&search_layout=grid&type=item&tracking_id=f783b733-fde0-4eaa-8aa0-d8f3900dc62f,Audi A1 35 Tfsi,44.600
0km,https://auto.mercadolibre.com.ar/MLA-1377475941-audi-q2-35-tfsi-advanced-okm-_JM#position=18&search_layout=grid&type=item&tracking_id=f783b733-fde0-4eaa-8aa0-d8f3900dc62f,Audi Q2 35 Tfsi Advanced,47.200
0km,https://auto.mercadolibre.com.ar/MLA-1385771437-suzuki-jimny-15-glx-at-2023-okm-autoglas-_JM#position=19&search_layout=grid&type=item&tracking_id=f783b733-fde0-4eaa-8aa0-d8f3900dc62f,Suzuki Jimny Suzuki Jimny 1.5 Glx At,42.000
0km,https://auto.mercadolibre.com.ar/MLA-1375009091-nuevo-bmw-m240i-xdrive-m-performance-coupe-g42-okm-2023-_JM#position=20&search_layout=grid&type=item&tracking_id=f783b733-fde0-4eaa-8aa0-d8f3900dc62f,Bmw Serie 2 Bmw M240i Xdrive M Performance Coupé 3.0 G42,120.900
0km,https://auto.mercadolibre.com.ar/MLA-1372588689-citron-berlingo-furgon-business-hdi-16-okm-_JM#position=21&search_layout=grid&type=item&tracking_id=f783b733-fde0-4eaa-8aa0-d8f3900dc62f,Citroën Berlingo Furgon Usiness,11.000.000
0km,https://auto.mercadolibre.com.ar/MLA-1400273446-toyota-etios-xls-5-ptas-okm-_JM#position=22&search_layout=grid&type=item&tracking_id=f783b733-fde0-4eaa-8aa0-d8f3900dc62f,Toyota Etios 1.5 Sedan Xls My19,14.500
0km,https://auto.mercadolibre.com.ar/MLA-1310541552-oroch-outsider-13-tce-163-4x2-cvt-o-km-entrega-inmediata-_JM#position=23&search_layout=grid&type=item&tracking_id=f783b733-fde0-4eaa-8aa0-d8f3900dc62f,Renault Oroch Outsider 1.3tce 163 4wd,13.500.000
0km,https://auto.mercadolibre.com.ar/MLA-1132584348-foton-tm1-nacional-cabina-doble-okm-2023-_JM#position=24&search_layout=grid&type=item&tracking_id=f783b733-fde0-4eaa-8aa0-d8f3900dc62f,Foton Tm1 Doble Cabina,11.500.000
0km,https://auto.mercadolibre.com.ar/MLA-1129970075-kia-seltos-ex-16-at-2023-okm-entraga-inmediata-_JM#position=25&search_layout=grid&type=item&tracking_id=f783b733-fde0-4eaa-8aa0-d8f3900dc62f,Kia Seltos Ex 1.6 At Seltos Ex 1.6 At,28.990
0km,https://auto.mercadolibre.com.ar/MLA-1403350286-toyota-corolla-cross-20xei-cvt-l22-okm-financiada-_JM#position=26&search_layout=grid&type=item&tracking_id=f783b733-fde0-4eaa-8aa0-d8f3900dc62f,Toyota Corolla Cross 2.0 Xei Cvt,25.143.000
0km,https://auto.mercadolibre.com.ar/MLA-1419597062-mercedes-benz-glc-300-off-road-linea-nueva-2023-okm--_JM#position=27&search_layout=grid&type=item&tracking_id=f783b733-fde0-4eaa-8aa0-d8f3900dc62f,Mercedes-benz Clase Glc 2.0 Glc300 4matic Offroad At,142.000
0km,https://auto.mercadolibre.com.ar/MLA-1370690690-audi-q3-sportback-35-tfsi-okm-_JM#position=28&search_layout=grid&type=item&tracking_id=f783b733-fde0-4eaa-8aa0-d8f3900dc62f,Audi Q3 Sportback 1.4 35tfsi Sportback 150 Cv,59.000
0km,https://auto.mercadolibre.com.ar/MLA-1147583507-foton-aumark-tm1-hd-cs-okm-2023-_JM#position=29&search_layout=grid&type=item&tracking_id=f783b733-fde0-4eaa-8aa0-d8f3900dc62f,Foton Tm1 Hd Cabina Simple,13.500.000
0km,https://auto.mercadolibre.com.ar/MLA-1409525938-vw-tiguan-life-2023-okm-entrega-inmediata-sg-_JM#position=30&search_layout=grid&type=item&tracking_id=f783b733-fde0-4eaa-8aa0-d8f3900dc62f,Volkswagen Tiguan Allspace Life Linea Nueva,60.000
0km,https://auto.mercadolibre.com.ar/MLA-1377328659-suzuki-jimny-15-glx-at-2022-okm-_JM#position=31&search_layout=grid&type=item&tracking_id=f783b733-fde0-4eaa-8aa0-d8f3900dc62f,Suzuki Jimny Glx,40.000
0km,https://auto.mercadolibre.com.ar/MLA-1463206310-toyota-sw4-28-srx-204-hp-7-pas-tdi-6ta-at-4x4-okm-2023-fb1-_JM#position=32&search_layout=grid&type=item&tracking_id=f783b733-fde0-4eaa-8aa0-d8f3900dc62f,Toyota Sw4 2.8 Srx 204 Hp 7 Pas,51.000
0km,https://auto.mercadolibre.com.ar/MLA-1374721417-cronos-style-13-okm-ep-_JM#position=33&search_layout=grid&type=item&tracking_id=f783b733-fde0-4eaa-8aa0-d8f3900dc62f,Fiat Cronos Stile,6.400.000
0km,https://auto.mercadolibre.com.ar/MLA-1371983825-zanella-z-truck-cabina-simple-okm-_JM#position=34&search_layout=grid&type=item&tracking_id=f783b733-fde0-4eaa-8aa0-d8f3900dc62f,Zanella Ztruck Cabina Simple,10.200.000
0km,https://auto.mercadolibre.com.ar/MLA-1353856679-chery-tiggo-4-pro-15-mt-okm-2023-_JM#position=35&search_layout=grid&type=item&tracking_id=f783b733-fde0-4eaa-8aa0-d8f3900dc62f,Chery Tiggo 4 Tiggo 4 Pro 1.5 Mt,14.500.000
0km,https://auto.mercadolibre.com.ar/MLA-1124494959-toyota-etios-okm-2023-xls-pack-at-5-ptas-entrega-inmediata-_JM#position=36&search_layout=grid&type=item&tracking_id=f783b733-fde0-4eaa-8aa0-d8f3900dc62f,Toyota Etios Pack,16.500
0km,https://auto.mercadolibre.com.ar/MLA-1102733200-new-renault-alaskan-intens-4-x-2-okm-entrega-inmediata-_JM#position=37&search_layout=grid&type=item&tracking_id=f783b733-fde0-4eaa-8aa0-d8f3900dc62f,Renault Alaskan 2.3 Bit 16v Intens Mt 4x2,15.758.000
0km,https://auto.mercadolibre.com.ar/MLA-1159027355-renaul-sandero-2023-okm-16-privilege-pack-105-cv-nc-_JM#position=38&search_layout=grid&type=item&tracking_id=f783b733-fde0-4eaa-8aa0-d8f3900dc62f,Renault Sandero 1.6 Privilege Pack 105cv Nac,5.800.000
0km,https://auto.mercadolibre.com.ar/MLA-1432795220-zanella-z-truck-okm-2023-_JM#position=39&search_layout=grid&type=item&tracking_id=f783b733-fde0-4eaa-8aa0-d8f3900dc62f,Zanella Z-truck Cabina Simple,10.200.000
0km,https://auto.mercadolibre.com.ar/MLA-1450890448-toyota-corolla-cross-seg-okm-2024-patenta-y-retira-autom-_JM#position=40&search_layout=grid&type=item&tracking_id=f783b733-fde0-4eaa-8aa0-d8f3900dc62f,Toyota Corolla Cross Seg Fafta Automitica,32.000
0km,https://auto.mercadolibre.com.ar/MLA-1470380524-ford-ranger-xls-v6-2023-peunord-ford-ano-2023-o-km-_JM#position=41&search_layout=grid&type=item&tracking_id=f783b733-fde0-4eaa-8aa0-d8f3900dc62f,Ford Ranger 3.2 Cd Xls Tdci 200cv Manual 4x4,23.900.000
0km,https://auto.mercadolibre.com.ar/MLA-1467026702-volkswagen-amarok-trendline-140cv-4x4-manual-okm-a1-rt-_JM#position=42&search_layout=grid&type=item&tracking_id=f783b733-fde0-4eaa-8aa0-d8f3900dc62f,Volkswagen Amarok 2.0 Cd Tdi 180cv 4x4 Trendline,14.200.000
0km,https://auto.mercadolibre.com.ar/MLA-1381832133-volkswagen-amarok-comfortline-180cv-4x2-autom-okm-a1-rt-_JM#position=43&search_layout=grid&type=item&tracking_id=f783b733-fde0-4eaa-8aa0-d8f3900dc62f,Volkswagen Amarok 2.0 Cd Tdi 180cv Comfortline At,15.770.000
0km,https://auto.mercadolibre.com.ar/MLA-1467024694-volkswageb-amarok-comfortline-180cv-4x2-manual-okm-a1-rt-_JM#position=44&search_layout=grid&type=item&tracking_id=f783b733-fde0-4eaa-8aa0-d8f3900dc62f,Volkswagen Amarok 2.0 Cd Tdi 180cv Comfortline,14.290.000
0km,https://auto.mercadolibre.com.ar/MLA-1467024008-amarok-trendline-140-cv-4x2-manual-okm-oferta-a1-rt-_JM#position=45&search_layout=grid&type=item&tracking_id=f783b733-fde0-4eaa-8aa0-d8f3900dc62f,Volkswagen Amarok 2.0 Cd Tdi 140cv Trendline,12.580.000
